event,time,user,message,category,code
,[1:00:28] ,admiralackbarssnackbar,some kolin,cinfo,5
,[1:00:29] ,meiraf,she looks fun,cinfo,5
,[1:00:30] ,mtbd,i bet theres lucia hentai already,cinfo,5
,[1:00:31] ,mrlawyer,some rashid,cinfo,5
,[1:00:32] ,davidfosterflawless,her lk fireball is interesting,cinfo,5
,[1:00:36] ,changg,those stripes need to go evowut,cdesign,4
,[1:00:36] ,kfigueroa,lucia main confirmed,cinfo,5
,[1:00:37] ,ustinodj,someone say kolin vesperfroze,request,1
,[1:00:39] ,xsodarkcarver,how minus is the run,question,8
,[1:00:40] ,patonline,ohhhhh okay i might try her,cinfo,5
,[1:00:42] ,johnieshabravo,i want some kawfee,other,10
,[1:00:44] ,tristar,her face look cheesy upclose but she aight i guess,cdesign,4
,[1:00:44] ,mrlawyer,shes mix between ken and rashid,cdesign,4
,[1:00:45] ,caracancel,no patch just new characters,game,9
,[1:00:48] ,pinksoul,lucia seems to be a ken cammy and dhalsim hybrid,cdesign,4
,[1:00:50] ,squalladv,djcyclone i dont have problems with the netcode of the time,game,9
,[1:00:51] ,cellus,mtbd shes existed before sfv,cinfo,5
,[1:00:53] ,someguyzero,she is the antikolin ustinodj,other,10
,[1:00:53] ,gruffgridof,tyrantgasm tyrantlel tyrantdenied,other,10
,[1:00:57] ,thelexnard,how quickly can you cancel that,question,8
,[1:01:00] ,poorygone,hows her walk speed,question,8
,[1:01:06] ,enzo,we serve da best,other,10
,[1:01:09] ,elliotterodriguez,her hooha is on fire kappaross,cdesign,4
,[1:01:10] ,omegaxepsilon,she seems fast,caction,3
,[1:01:10] ,miketales,walk speed is nice,caction,3
,[1:01:10] ,ssjdill,so would we ever get an additional add on to the story mode,question,8
,[1:01:16] ,yamsandjams,burning fight burn to fight,caction,3
,[1:01:16] ,moobot,join the arcade discord at httpsdiscordggesjxkm,other,10
,[1:01:16] ,adversaryone,how is her dash,question,8
,[1:01:20] ,majestichimeros,clip that,goodp,6
,[1:01:21] ,ninodiablo,she got a run but does not play like guy,caction,3
,[1:01:24] ,megatonbeef,elliotterodriguez we got a cream for that,other,10
,[1:01:29] ,biglil,kage buffs atpfeelsbeardman,other,10
,[1:01:30] ,hurked,no janky face is a too,other,10
,[1:01:37] ,mtbd,for sure then sf may as well be sponsored by brazzers,other,10
,[1:01:39] ,mrmuddyk,her head smol af,cdesign,4
,[1:01:46] ,squalladv,where is he,question,8
,[1:01:51] ,poorygone,yo that fireball,goodp,6
,[1:01:52] ,megawarrior,omg,goodp,6
,[1:01:54] ,laken,yo,goodp,6
,[1:01:55] ,redhotjoe,sam sho was great pc when,other,10
,[1:01:57] ,hiiipwr,die to her profession her hair wouldve made better sense if it were brunette not a working mom blonde,cdesign,4
,[1:01:57] ,jackichigotg,her stance is waaack,cdesign,4
,[1:01:59] ,bymindx,that stun was quick,caction,3
,[1:02:01] ,mtbd,why isnt that punk playable,question,8
,[1:02:04] ,miketales,the mixups,other,10
,[1:02:10] ,mrlawyer,mtbd get a girlfriend kid,other,10
,[1:02:11] ,yamsandjams,nice aa stmp,caction,3
,[1:02:11] ,freakyyyy,i think hes smurf,other,10
,[1:02:13] ,millselonius,samsho needs netcode buffs,game,9
,[1:02:14] ,megatonbeef,redhotjoe infil our of dog house,other,10
,[1:02:14] ,someguyzero,suplex city,other,10
,[1:02:15] ,spydermanga,poor sakura,cinfo,5
,[1:02:17] ,squalladv,dammm,goodp,6
,[1:02:21] ,shotgunsagat,dont scare off the rookies,comment,2
,[1:02:21] ,mtbd,fucking capcom are idiots sometimes,game,9
,[1:02:22] ,hulkbusterv,dat suplex is fucking nice,goodp,6
,[1:02:26] ,slylataupe,where the trials done,question,8
,[1:02:27] ,roxlyn,kupa kawfee good name bro,goodp,6
,[1:02:30] ,freakyyyy,is cheater,other,10
,[1:02:34] ,redhotjoe,megatonbeef yup,other,10
,[1:02:39] ,thatjapanesedude,did you see the new guilty trailer,question,8
,[1:02:40] ,melloww,out here bullying rookies,other,10
,[1:02:41] ,shadowdancer,man the guys is trying to enjoy free week and is bulling him,other,10
,[1:02:42] ,thumbles,kinda like cody rock,cdesign,4
,[1:02:46] ,poorygone,bully arcade,other,10
,[1:02:50] ,someguyzero,mashing grab,request,1
,[1:02:51] ,squalladv,kupakawfee was the perfect name account p,comment,2
,[1:02:54] ,rd,her hurricane kick looks like codys vskill,caction,3
,[1:02:58] ,johnieshabravo,lcd,goodp,6
,[1:02:58] ,davidfosterflawless,wow,goodp,6
,[1:03:02] ,davidfosterflawless,it stays active,goodp,6
,[1:03:05] ,ssjdill,you think these characters would get people interested in sf again,game,9
,[1:03:06] ,biglil,that lasts long,goodp,6
,[1:03:07] ,davidfosterflawless,thats nice,goodp,6
,[1:03:11] ,queenblackheart,her fireballs legit,caction,3
,[1:03:11] ,abdulalm,yo she might be low key broken,cinfo,5
,[1:03:13] ,millselonius,that fireball seems good,caction,3
,[1:03:14] ,rashidoo,lmao,goodp,6
,[1:03:17] ,thelexnard,its more like fangs fireball,caction,3
,[1:03:17] ,ragingmarmot,lol,goodp,6
,[1:03:22] ,toumakami,i thought she was wack,question,8
,[1:03:25] ,darnellplayer,her fireball seems weird,caction,3
,[1:03:27] ,melloww,bully,other,10
,[1:03:29] ,poorygone,that fireball do not disappear after hit,caction,3
,[1:03:30] ,hulkbusterv,these poor rookies,other,10
,[1:03:30] ,gruffgridof,tyrantwin tyrantwow capcomsakurahey,other,10
,[1:03:31] ,miketales,so if you space it right you can get a reset with the fireball,caction,3
,[1:03:34] ,sweetbabybuddha,the nullying doesnt stop,other,10
,[1:03:38] ,hiiipwr,c viper,other,10
,[1:03:41] ,swiftruina,her face on the victory screen is horrifying,cdesign,4
,[1:03:41] ,fedorabattlemaster,way to bully and make new players drop this game fungineer,other,10
,[1:03:42] ,dasvonuberschnitzel,is she worth trying,question,8
,[1:03:48] ,yamsandjams,whats with these aa mps,question,8
,[1:03:52] ,megamikex,how could you not expect the throw,comment,2
,[1:03:52] ,biglil,whats her health,question,8
,[1:03:53] ,slylataupe,whoa her face is ugly,cdesign,4
,[1:03:54] ,taken,i want to try luica,cinfo,5
,[1:03:54] ,mrmuddyk,this man is slamming his face on the controller,comment,2
,[1:03:57] ,mrlawyer,darnellplayer more weird than rashid fireball,cinfo,5
,[1:03:59] ,admiralackbarssnackbar,i hope they ban smurfs in sf,game,9
,[1:04:00] ,gregcanela,new characters on the screen,game,9
,[1:04:01] ,ssjdill,so no pro fei long deep jay rose,cinfo,5
,[1:04:17] ,thatjapanesedude,told ya,other,10
,[1:04:22] ,squalladv,told ya tehepelo,other,10
,[1:04:23] ,poorygone,thawk is next,request,1
,[1:04:24] ,abdulalm,he has a straight up on a fucking blocked fireball thats insane,cinfo,5
,[1:04:24] ,darnellplayer,mrlawyer more like same field but different angles,game,9
,[1:04:24] ,leoguimaraes,im bored go back to blanka or sagat,request,1
,[1:04:27] ,freakyyyy,cup of kwuafee,other,10
,[1:04:36] ,spacedive,so is she top tier,question,8
,[1:04:37] ,thelexnard,day optimization,other,10
,[1:04:38] ,squalladv,perdon,caction,3
,[1:04:40] ,pinksoul,lmao poor sakura,cinfo,5
,[1:04:42] ,meiraf,is that tatsu her reversal,question,8
,[1:04:46] ,shakutv,sfv is free and the noobs you beat arent gonna buy this lol,game,9
,[1:04:50] ,megatonbeef,welfare players must be beatin,other,10
,[1:04:52] ,megawarrior,this sakura about to delete the game from steam,cinfo,5
,[1:04:53] ,hulkbusterv,gatekeeping the free players,other,10
,[1:04:53] ,shotgunsagat,we need a new vesperbully emote,other,10
,[1:04:55] ,squalladv,i like her winning face,cdesign,4
,[1:04:55] ,johnieshabravo,police brutality,cinfo,5
,[1:04:56] ,lordklahatv,lordklahatv is new here say hello heyguys,other,10
,[1:04:59] ,melloww,bully,other,10
,[1:05:01] ,badarcade,ltg is still alive,other,10
,[1:05:01] ,akumadan,you should do the light fireball to start and stun combo,request,1
,[1:05:03] ,crimsonwolf,is this character still wack,question,8
,[1:05:04] ,djscope,nooo i missed trials,other,10
,[1:05:05] ,tristar,too much clothes boooo,cdesign,4
,[1:05:05] ,robobishop,freedom aint free gotta be paid for in the blood of fp players,other,10
,[1:05:05] ,biglil,lcdz smurf account,other,10
,[1:05:06] ,darnellplayer,bushin somewhere is laughing,other,10
,[1:05:08] ,fedorabattlemaster,this character is wack but at least she has great porn potential,cdesign,4
,[1:05:11] ,thecheeze,any good frame traps,question,8
,[1:05:19] ,countmeowingtonn,why you gotta bully all the new player during free week,question,8
,[1:05:20] ,majestichimeros,race to see how many people made delete the game,game,9
,[1:05:21] ,freakyyyy,do the taunt,request,1
,[1:05:23] ,freakyyyy,online,other,10
,[1:05:24] ,thumbles,is the light kick a good anti air,question,8
,[1:05:30] ,sixfootsevenfoot,sixfootsevenfoot is new here say hello seemsgood,other,10
,[1:05:35] ,gregcanela,lol i just noticed the account name,goodp,6
,[1:05:36] ,squalladv,lucia gonna win evo there i sad it first,game,9
,[1:05:38] ,ssjdill,wish ehonda character hadda a bigger change to his appearance,cdesign,4
,[1:05:39] ,badarcade,can you slide after the fireball,request,1
,[1:05:43] ,shawnu,no season pass must buy seperately,game,9
,[1:05:52] ,someguyzero,squalladv,other,10
,[1:05:53] ,freakyyyy,chun li aa,other,10
,[1:05:58] ,squalladv,shawnu there will be a pack tomorrow for,game,9
,[1:06:04] ,thecheeze,science tech,other,10
,[1:06:05] ,wildaccusations,tell capcom to make a terry bogard outfit for lucia plz,game,9
,[1:06:06] ,abdulalm,im about to come out my savings to play her honda and whip i mean poison lol,cinfo,5
,[1:06:08] ,thumbles,oh thats sick teh,goodp,6
,[1:06:09] ,biglil,her lk prolly doesnt reach as far as the animation looks,cdesign,4
,[1:06:17] ,majestichimeros,tekken went woke,other,10
,[1:06:19] ,shadowdancer,lets see her good costumes,other,10
,[1:06:23] ,squalladv,wildaccusations,other,10
,[1:06:36] ,thecheeze,zafina looks damn awesome on tekken,other,10
,[1:06:37] ,badarcade,so basically split dhalsim in half lucia got his fireball and poison got his vt,cdesign,4
,[1:06:37] ,squalladv,true,other,10
,[1:06:38] ,sandmana,we do have guest characters,game,9
,[1:06:39] ,greyseerrob,final fight is another game,other,10
,[1:06:39] ,mallyumansky,wildaccusations or just add terry bogard lol,other,10
,[1:06:42] ,avantistarre,guilty gear doesnt have guest chars,other,10
,[1:06:42] ,mrmuddyk,oh wow you right,other,10
,[1:06:43] ,yamsandjams,gg doesnt have one does it,other,10
,[1:06:43] ,millselonius,i like that there are no guests,other,10
,[1:06:43] ,themegaguy,i was just thinking about that today,other,10
,[1:06:43] ,taken,ture,other,10
,[1:06:43] ,sandmana,youre playing one,other,10
,[1:06:46] ,ragingmarmot,street fighter has guest costumes,game,9
,[1:06:46] ,mir,all the final fight characters are guests,other,10
,[1:06:46] ,zyxwhitewind,every game has an snk character,other,10
,[1:06:47] ,xsodarkcarver,no budget,other,10
,[1:06:49] ,shawnu,if its a pack shouldnt they show more characters,game,9
,[1:06:49] ,spacedive,spawn for sf,other,10
,[1:06:50] ,aaron,capcom very protective of their license,game,9
,[1:06:50] ,ibukitanooki,strider,other,10
,[1:06:51] ,davidfosterflawless,idk i kinda like there are no guests,other,10
,[1:06:52] ,hurked,wtf is capcom doing,badp,7
,[1:06:52] ,hulkbusterv,sf doesnt have guests ever,game,9
,[1:06:53] ,poorygone,lucia is a guest character,game,9
,[1:06:56] ,themegaguy,capcom should get wolverine,game,9
,[1:06:56] ,enderhuntercep,ff characters dont count,game,9
,[1:06:57] ,gregcanela,genjuro for sfv,game,9
,[1:06:57] ,bymindx,street fighter needs to stay pure,game,9
,[1:06:57] ,megatonbeef,we have the whole final fight roster guests,game,9
,[1:06:58] ,miketales,another smurf,game,9
,[1:06:58] ,jumpco,no they dont,game,9
,[1:06:59] ,marcelotwch,dbz doesnt have it,game,9
,[1:07:01] ,davidfosterflawless,guest characters just feel like advertising,game,9
,[1:07:02] ,thecheeze,zafina never looked this hot,cdesign,4
,[1:07:02] ,pikkay,sfv is a guesr game to the sf franchise,game,9
,[1:07:02] ,galexylo,kof hype,other,10
,[1:07:03] ,aminefifty,jotaro for sf moonpoggywoggy,other,10
,[1:07:03] ,ninjavanish,whatever happened to a tekken guest character in sfv,question,8
,[1:07:04] ,avantistarre,i dont think gg ever had a guest char,other,10
,[1:07:05] ,freakyyyy,ehonda is so thicc,cdesign,4
,[1:07:05] ,majestichimeros,here we go,comment,2
,[1:07:05] ,biglil,capcom just uses their buried franchises as costumes,game,9
,[1:07:05] ,countman,save it for sf too late now,other,10
,[1:07:06] ,legnowe,people too busy complaining the another character is not in the game though they wouldnt win either way,game,9
,[1:07:07] ,datzcrazy,every fg has a snk guest,other,10
,[1:07:07] ,thatjapanesedude,norimaro,other,10
,[1:07:08] ,brx,charizard would be a nice guest char,other,10
,[1:07:08] ,jonboy,sam sho has no guess,other,10
,[1:07:08] ,nintenjoe,showdown doent,other,10
,[1:07:09] ,katyparryfgc,i talked to a capcom dude at the redbull boston event they wont go that route they wanna build their own universe,game,9
,[1:07:11] ,shotgunsagat,street fighter doesnt need guests to get people to play it,game,9
,[1:07:13] ,sweetbabybuddha,capcom uses their,game,9
,[1:07:14] ,ninodiablo,poison is a guest character from final fight,game,9
,[1:07:14] ,mosesthechosenone,they should have sf ryu as a guest character,game,9
,[1:07:15] ,nintenjoe,or gg,game,9
,[1:07:16] ,mir,we got strider as a guest character,game,9
,[1:07:17] ,battlebrn,theyre guests from other sf games,game,9
,[1:07:22] ,pinksoul,if capcom brings in guest character i hope its a character from darkstalkers,game,9
,[1:07:22] ,yawyan,to be fair final fight characters are sick,game,9
,[1:07:23] ,badarcade,tekken is doing better with akuma then capcom,game,9
,[1:07:24] ,freakyyyy,guy next plzz,request,1
,[1:07:27] ,micksinjer,but arent the new characters that came to street fighter like guess characters,game,9
,[1:07:27] ,thafranchise,only guest character i want is good netcode,game,9
,[1:07:28] ,megawarrior,we need a rival schools guest character,game,9
,[1:07:29] ,keikei,capcom dont wanna pay for the license,game,9
,[1:07:32] ,themegaguy,we got akuma from tekken,game,9
,[1:07:33] ,rashidoo,we got akuma from tekken,game,9
,[1:07:34] ,pinksoul,final fight characters are apart of the sf universe,game,9
,[1:07:34] ,rashidoo,fuck,other,10
,[1:07:36] ,eltaninz,final fight shares the same universe though,game,9
,[1:07:36] ,squalladv,where is he,question,8
,[1:07:41] ,micksinjer,nacalli is a guest character,game,9
,[1:07:42] ,megatonbeef,we had sarada as a guest,game,9
,[1:07:44] ,ninodiablo,dont waste precious character slots on guests,game,9
,[1:07:49] ,thatjapanesedude,rival schools character in sfv needs to happen,game,9
,[1:07:51] ,yamsandjams,hondas basically a guest character at this point,game,9
,[1:07:53] ,abdulalm,real talk we could use geese in street fighter,game,9
,[1:07:54] ,katyparryfgc,i,other,10
,[1:07:55] ,mrlawyer,is poison she or he,question,8
,[1:07:57] ,micksinjer,we will never see him in sf lol,other,10
,[1:07:58] ,roxlyn,this guys from indiana,other,10
,[1:08:02] ,biglil,yall wanted honda back,request,1
,[1:08:03] ,mrmuddyk,cheeks,other,10
,[1:08:04] ,badarcade,dat ass tho,cdesign,4
,[1:08:04] ,roxlyn,hoosier,other,10
,[1:08:07] ,katyparryfgc,ill never understand why ppl dont like guests,game,9
,[1:08:07] ,megatonbeef,mrlawyer whatever you need,other,10
,[1:08:13] ,thelexnard,honda ass about to me memed,caction,3
,[1:08:13] ,cerealpuff,did he just jump lucia,question,8
,[1:08:14] ,rustedobsidian,new character hype,game,9
,[1:08:14] ,slylataupe,they do not welcome they are capcom,game,9
,[1:08:14] ,squalladv,mrlawyer whatever you want,other,10
,[1:08:17] ,rashidoo,i think hondas ex headbutt is like,cdesign,4
,[1:08:17] ,galexylo,wooah the thickness,cdesign,4
,[1:08:17] ,thecheeze,e honda is what we expected,cinfo,5
,[1:08:18] ,miketales,that boys whole booty is out,cdesign,4
,[1:08:19] ,ninjavanish,lol i love that throw,goodp,6
,[1:08:21] ,mallyumansky,omega rugal for season lol,other,10
,[1:08:22] ,megawarrior,honda,cinfo,5
,[1:08:25] ,badarcade,he should have vt,caction,3
,[1:08:25] ,poorygone,lmao his charge is too obvious,caction,3
,[1:08:26] ,peepcan,did i just saw his ass,cinfo,5
,[1:08:31] ,laughswithknives,hold up to charge,request,1
,[1:08:37] ,micksinjer,damn look at that ass,cdesign,4
,[1:08:38] ,marocels,im glad hes back,cinfo,5
,[1:08:40] ,hulkbusterv,honda has a nice ass,cdesign,4
,[1:08:40] ,gregcanela,thats a thicc ass,cdesign,4
,[1:08:41] ,someguyzero,i dont like hondabullying lucia swiftrage,caction,3
,[1:08:42] ,greyseerrob,honda is hawt kappapride,cdesign,4
,[1:08:43] ,abdulalm,no one like honda lol,cdesign,4
,[1:08:46] ,cellus,i want viper,request,1
,[1:08:47] ,inodmyheadwhenilose,this chat is just weebs,other,10
,[1:08:49] ,drunkennoodlez,honda is sickkkk fuck the haters,cdesign,4
,[1:08:49] ,cellus,still,other,10
,[1:08:49] ,badarcade,can those cheeks clap times,question,8
,[1:08:56] ,rashidoo,yeah honder is cool,cinfo,5
,[1:08:57] ,darnellplayer,i didnt want honda but world warriors want him,cinfo,5
,[1:08:59] ,johnliq,honda looks good,cdesign,4
,[1:08:59] ,ninjavanish,its good to have honda back,cinfo,5
,[1:09:00] ,darknessragepr,her fb looking like ks from kof,cdesign,4
,[1:09:06] ,keikei,i want honda in jst a thong,cdesign,4
,[1:09:08] ,leoguimaraes,hondas throw is a hump,caction,3
,[1:09:08] ,squalladv,honda is really great designed for sfv,cdesign,4
,[1:09:08] ,megatonbeef,honda isnt the same without miek russ,cinfo,5
,[1:09:12] ,mir,headbutt got anti air hitboxes for the first three frames or so,caction,3
,[1:09:12] ,poorygone,hondas damage tho,cinfo,5
,[1:09:15] ,mir,also shp,other,10
,[1:09:19] ,thelexnard,you need to give someone a kupakawfee,other,10
,[1:09:25] ,rashidoo,sthp is a really nice button for honda,cinfo,5
,[1:09:26] ,ninjavanish,this guys not doing hondas splash,caction,3
,[1:09:28] ,omegaxepsilon,im nodding my head because youre right,caction,3
,[1:09:29] ,solarxlipse,and chat wats up everyone,other,10
,[1:09:30] ,freakyyyy,top tier,other,10
,[1:09:31] ,sweetbabybuddha,hondas got a p h a t ass,cinfo,5
,[1:09:31] ,cellus,whens viper,question,8
,[1:09:33] ,katyparryfgc,yall would shit yaself if leona came over to sfv,other,10
,[1:09:34] ,thecheeze,he is a honda beta tester,cinfo,5
,[1:09:34] ,universefour,is she out,question,8
,[1:09:36] ,johnieshabravo,people are labbing honda and says hes really good,cinfo,5
,[1:09:37] ,robobishop,i really like the direction they took honda now give us dee jay dammit,cinfo,5
,[1:09:37] ,hsln,ken wife,cinfo,5
,[1:09:40] ,thiir,hi how r u,question,8
,[1:09:48] ,badarcade,honda came out of retirement for this,cinfo,5
,[1:09:48] ,rashidoo,deejay for life,other,10
,[1:09:54] ,hulkbusterv,he knows you a smurf,other,10
,[1:09:55] ,asairaven,you pissed off,other,10
,[1:09:59] ,inodmyheadwhenilose,bully,other,10
,[1:09:59] ,linkashbr,hows lucia so far,question,8
,[1:10:00] ,squalladv,sf final fight shares the same universe,game,9
,[1:10:00] ,asairaven,he stoped hanging out with you,other,10
,[1:10:02] ,hexapro,he has feelings to lose,other,10
,[1:10:02] ,yamsandjams,he needed to get a kupa kawfee,other,10
,[1:10:02] ,biglil,sniped arprtsd,other,10
,[1:10:05] ,zyxwhitewind,doodsad,other,10
,[1:10:05] ,legnowe,he quit the game,other,10
,[1:10:05] ,paulowebtv,paulowblanka,other,10
,[1:10:07] ,ssjdill,you think wed get other updates or this was it,game,9
,[1:10:08] ,someguyzero,that was,other,10
,[1:10:11] ,torquetkug,is the online better on ps then pc,game,9
,[1:10:12] ,bymindx,he plays it for the mission just need rank game,game,9
,[1:10:14] ,ibukitanooki,will u be at evo,game,9
,[1:10:14] ,sadodragon,bully,other,10
,[1:10:14] ,megatonbeef,he wont feed the bully,other,10
,[1:10:15] ,poorygone,smurfer complaining look at that,other,10
,[1:10:21] ,biglil,love the stage,game,9
,[1:10:21] ,thecheeze,this stage makes me uncomfortable,game,9
,[1:10:22] ,rashidoo,friends,other,10
,[1:10:26] ,cerealpuff,does chat have a clue on when the bundle will be available on ps,game,9
,[1:10:26] ,yawyan,i felt so bad for,other,10
,[1:10:28] ,inodmyheadwhenilose,another fgc member gone thanks to the bully,other,10
,[1:10:28] ,toumakami,just bullied a newcomer off the game,other,10
,[1:10:29] ,abdulalm,people hate honda because of him traping you into his throw in ce,cinfo,5
,[1:10:31] ,jayvokz,he got mad and refunded his fp account,other,10
,[1:10:32] ,bymindx,is it completely free to play now,game,9
,[1:10:36] ,badarcade,girl ken vs boy ken,cinfo,5
,[1:10:36] ,robobishop,tomorrow,other,10
,[1:10:37] ,nosferatulive,next update in months,game,9
,[1:10:39] ,inodmyheadwhenilose,rookie ken,cinfo,5
,[1:10:39] ,mosesthechosenone,oh look a mirror match,game,9
,[1:10:40] ,admiralackbarssnackbar,likin her so dar,cinfo,5
,[1:10:41] ,xsodarkcarver,is somewhere secretly playing sf honda and rejecting his previous sentiments,cinfo,5
,[1:10:42] ,squalladv,sf final fight shares the same universe so ff chars makes kind of sense,game,9
,[1:10:45] ,itszelus,lucia looks spo good wtf,cdesign,4
,[1:10:47] ,itszelus,so,other,10
,[1:10:48] ,merophysik,anyone trying out poison,question,8
,[1:10:49] ,topgunlt,free to play only till th i think,game,9
,[1:10:49] ,gregcanela,new leaks in november,game,9
,[1:10:51] ,ssjdill,my friends unfortunately wasnt hype about these characters,game,9
,[1:10:57] ,uchihajup,use nostalgia costume,other,10
,[1:10:57] ,gruffgridof,what event do you think the nov reveal will be at,question,8
,[1:11:03] ,megatonbeef,canadians cant handle the desert,other,10
,[1:11:08] ,aminefifty,online rookie ken,cinfo,5
,[1:11:09] ,sicayou,poison and honda look pretty good,cinfo,5
,[1:11:15] ,toshobro,from her trials she seems very rush downish,cinfo,5
,[1:11:17] ,killacam,just finished watching evo hype af swiftrage swiftrage swiftrage yet said it ended,game,9
,[1:11:17] ,variantx,you reek of smurf thats why he ran,other,10
,[1:11:22] ,yawyan,her standing mp is on block i think,other,10
,[1:11:23] ,omegachainox,the mirror,other,10
,[1:11:26] ,yamsandjams,howitzer style,other,10
,[1:11:28] ,clinnamon,the classic,other,10
,[1:11:28] ,coolvargas,chat does poison have a standing kick that hit low,question,8
,[1:11:29] ,poorygone,oh ken players,cinfo,5
,[1:11:31] ,jabmasher,ssjdill im assuming they dont play sfv thats normal,game,9
,[1:11:32] ,komradekontroll,keep laughing once this ken hits the lag switch its game,cinfo,5
,[1:11:33] ,yawyan,super danked,goodp,6
,[1:11:38] ,ragingmarmot,that fireball is wack,goodp,6
,[1:11:40] ,chronodragon,online kens head,caction,3
,[1:11:41] ,miketales,ken doing ken things,caction,3
,[1:11:45] ,abdulalm,legit online ken tech,caction,3
,[1:11:48] ,darnellplayer,the hate for ken in this chat smh,cinfo,5
,[1:11:52] ,thecheeze,flowchart ken,caction,3
,[1:11:52] ,gregcanela,fullscreen tatsu the forbidden weapon,caction,3
,[1:11:56] ,clinnamon,lucia,cinfo,5
,[1:12:00] ,megatonbeef,he knows hard kick and all special moves hell be silver in no time,caction,3
,[1:12:01] ,squalladv,ohmydog ohmydog ohmydog,other,10
,[1:12:01] ,jayvokz,wake up fb new meta,other,10
,[1:12:02] ,komradekontroll,i dont hate ken i hate ken players,cinfo,5
,[1:12:03] ,topgunlt,thats the best vtrigger punoko,goodp,6
,[1:12:04] ,mountainmike,his sweeps are on point calebk,goodp,6
,[1:12:05] ,laughswithknives,youre playing female ken,cinfo,5
,[1:12:06] ,poorygone,told ja,other,10
,[1:12:06] ,nosferatulive,wake up fireball,request,1
,[1:12:08] ,someguyzero,she must be kens long lost sister,cinfo,5
,[1:12:08] ,aaron,hes a fortnite player trying out for the first time,other,10
,[1:12:09] ,robobishop,lucia legit just better ken,cinfo,5
,[1:12:11] ,zyxwhitewind,this guy isnt silver yet,other,10
,[1:12:20] ,mrmuddyk,at least his connection is good,other,10
,[1:12:21] ,darnellplayer,komradekontroll i call heavy bs with this card,other,10
,[1:12:22] ,thiir,does her low medium kick cancelable,question,8
,[1:12:24] ,shawnu,lucil give me strength,request,1
,[1:12:31] ,thelexnard,every time i see this stage i think of the snes sfii turbo box art,game,9
,[1:12:33] ,clinnamon,her kicking those fireballs is kinda sick,caction,3
,[1:12:36] ,paulowebtv,not bad,goodp,6
,[1:12:36] ,mrmuddyk,not badnot ba,goodp,6
,[1:12:39] ,moravia,ken players,cinfo,5
,[1:12:45] ,ajrea,p oo p p p p p oo p,other,10
,[1:12:49] ,badarcade,they both say not bad,cinfo,5
,[1:12:50] ,cellus,the double grab whiff god,cinfo,5
,[1:12:52] ,damierreid,whats her crush counter,question,8
,[1:12:53] ,badarcade,r u kidding me,badp,7
,[1:12:54] ,shadowdancer,is her walk speed slow,question,8
,[1:12:55] ,universefour,is she kens brother,question,8
,[1:12:59] ,gregcanela,not bad,goodp,6
,[1:12:59] ,thecheeze,he is your neighbour,other,10
,[1:13:03] ,badarcade,fuck this game,other,10
,[1:13:06] ,squalladv,lmao true,other,10
,[1:13:08] ,jaynines,what the hell did i just witness,goodp,6
,[1:13:10] ,komradekontroll,hed be silver if he wiggled the cable,goodp,6
,[1:13:10] ,pinksoul,lmao,goodp,6
,[1:13:10] ,uchechukwudaniel,you seem to have lucia figured out,goodp,6
,[1:13:11] ,abdulalm,shes a legit kof fighter if you can break her open,cinfo,5
,[1:13:12] ,ballowethebear,overhead to triple jab is od,caction,3
,[1:13:13] ,komradekontroll,or turned on wifi,other,10
,[1:13:14] ,unjourmerguez,universefour brother,other,10
,[1:13:16] ,mosesthechosenone,tfw lucia and ken have similar idle poses,cdesign,4
,[1:13:16] ,renevbz,evo leaks no good poor,game,9
,[1:13:17] ,enderhuntercep,ken players,cinfo,5
,[1:13:18] ,yawyan,needs some flippers to kick his router with,other,10
,[1:13:19] ,fluffysheap,its the new netcode,other,10
,[1:13:19] ,dasmesee,sad no viper aimzsad,other,10
,[1:13:20] ,esaych,why are you not comboing with v skill,question,8
,[1:13:22] ,momenti,that shit dont look good on this side ool,other,10
,[1:13:23] ,darnellplayer,again people bashing on ken smh,cinfo,5
,[1:13:25] ,poorygone,i will break her open,cinfo,5
,[1:13:25] ,universefour,unjourmerguez,other,10
,[1:13:29] ,ripbro,her animations are awful,cdesign,4
,[1:13:33] ,megatonbeef,ken with good internet is no go,cinfo,5
,[1:13:37] ,someguyzero,not bad,goodp,6
,[1:13:43] ,thecheeze,flowcharer,other,10
,[1:13:46] ,thelexnard,damn that fb on hit isnt that,other,10
,[1:13:48] ,badarcade,battle of the not bads,goodp,6
,[1:13:50] ,gregcanela,nawt bad,goodp,6
,[1:13:54] ,ravengear,want a coffee,other,10
,[1:13:56] ,taken,lucia sounds like labrys,cdesign,4
,[1:14:00] ,squalladv,like the song lag skill thats all you need for ken,cdesign,4
,[1:14:04] ,tripleaaa,her target combo is supposedly really good,cinfo,5
,[1:14:05] ,thecheeze,top tier,goodp,6
,[1:14:09] ,mosesthechosenone,codys vskill on crack,cinfo,5
,[1:14:10] ,mrmuddyk,time for some educational discipline,other,10
,[1:14:12] ,dasmesee,blonde fighter,cdesign,4
,[1:14:12] ,admiralackbarssnackbar,so fuck crossups,other,10
,[1:14:21] ,fedorabattlemaster,is this ceroblasts console account,question,8
,[1:14:29] ,squalladv,dasmesee half the females char in sfv are nor blonde,cdesign,4
,[1:14:31] ,mrsolodolo,end a combo with her v skill she plus on hit,request,1
,[1:14:35] ,someguyzero,kens learning,caction,3
,[1:14:37] ,squalladv,dasmesee more than half actually,cdesign,4
