,index,event,event_code,time,user,message,category,code,diff
294,5901,match round one,8,[4:53:41] ,meelosh,meelosh is new here say hello heyguys,other,10,1.0
295,5902,match round one,8,[4:53:49] ,rashidoo,did u do her trials ustin,question,8,1.0
296,5903,match round one,8,[4:53:54] ,ustinodj,most of em,other,10,1.0
297,5904,match round one,8,[4:54:02] ,exgleipnir,wait until tiers become irrelevant lol that is if they give cas and v triggers,game,9,1.0
298,5905,match round one,8,[4:54:04] ,rashidoo,reee,other,10,1.0
299,6058,match round one,8,[5:05:03] ,kumikones,thanks,other,10,153.0
300,6059,match round one,8,[5:05:07] ,exgleipnir,no probs,other,10,1.0
301,6060,match round one,8,[5:05:19] ,fulgear,how do you buy the character will all their outfits,question,8,1.0
302,6061,match round one,8,[5:05:29] ,strongestwoman,nostalgia costume for lucia is best she even has the terry bogard colors,cinfo,5,1.0
303,6062,match round one,8,[5:05:30] ,xjerow,i hope cviper comes next,request,1,1.0
304,6063,match round one,8,[5:05:31] ,fulgear,so the new dlc ones,other,10,1.0
