index,event,event_code,time,user,message,category,code
3073,match round two,9,[2:04:07] ,kfigueroa,smash finals was lit too,other,10
3074,match round two,9,[2:04:11] ,azurewotan,smash was such a disappointment,other,10
3075,match round two,9,[2:04:12] ,inodmyheadwhenilose,so sick of geras,other,10
3076,match round two,9,[2:04:14] ,bobdobbz,dragonball was sick go just broke down into tears,other,10
3077,match round two,9,[2:04:15] ,poorygone,smash got the highest views,other,10
3078,match round two,9,[2:04:15] ,someguyzero,the bald guy already gave the postgame speech smash was just like aftershow,other,10
3079,match round two,9,[2:04:16] ,serow,kof top was quite exciting especially when et used clark,other,10
3080,match round two,9,[2:04:17] ,nightmarejames,tekken top was an arslan ash combo video,other,10
3081,match round two,9,[2:04:17] ,ghostfromrdstrike,yeah evo ended hours ago tekken gf,other,10
3082,match round two,9,[2:04:20] ,squalladv,mk,other,10
3127,match round two,9,[2:05:40] ,freakyyyy,ahha,other,10
3128,match round two,9,[2:05:42] ,kfigueroa,tekken too,other,10
3129,match round two,9,[2:05:45] ,tdarkwl,she stubby,cdesign,4
3130,match round two,9,[2:05:46] ,nevernude,bingbingwahoo i feel the same way,other,10
3131,match round two,9,[2:05:47] ,nightmarejames,are we allowed to mention infiltration in here,other,10
3132,match round two,9,[2:05:48] ,laughswithknives,mk is balanced cuz everyone can mash d into corner kb combo,other,10
3133,match round two,9,[2:05:51] ,battlebrn,only reason the tekken final was any good was because of knee,other,10
3134,match round two,9,[2:05:55] ,cryojazz,fighterz was sleeper outside of winner finals and grand finals,other,10
3135,match round two,9,[2:05:58] ,kfigueroa,mk is just not hype like mkx,other,10
3136,match round two,9,[2:06:03] ,empcannedpasta,so whats lookin optimal after ex run charge,other,10
3137,match round two,9,[2:06:05] ,ssjsoujiro,yuck,badp,7
3138,match round two,9,[2:06:12] ,serow,samsho top was maybe genjuro lol,other,10
3139,match round two,9,[2:06:14] ,drarkain,eltaninz for me to mainly because the guy that won had no emotions,other,10
3140,match round two,9,[2:06:17] ,renevbz,honda v trigger is so funny lmfao,other,10
3141,match round two,9,[2:06:17] ,lxgreed,mk has always been boring never was hype,other,10
3142,match round two,9,[2:06:19] ,glovecold,lol,goodp,6
3143,match round two,9,[2:06:19] ,rorboy,mk needs to make so many variation moves just regular ones,other,10
3144,match round two,9,[2:06:21] ,someguyzero,mk dead game by end of the year,other,10
3145,match round two,9,[2:06:23] ,jar,ghostfromrdstrike hi dude,other,10
3146,match round two,9,[2:06:23] ,ssjsoujiro,pick them top tiers to win so cant really hate,other,10
3147,match round two,9,[2:06:24] ,swiftruina,like of the cast was not used,other,10
3148,match round two,9,[2:06:29] ,realtier,euury i was literally in the chat it well passed k mainly during winners finals,other,10
3149,match round two,9,[2:06:32] ,thatjapanesedude,poison is pretty fun,cinfo,5
3150,match round two,9,[2:06:41] ,poorygone,smash is really not sponsored by nintendo they already have nintendo direct for announcement,other,10
3245,match round two,9,[2:10:03] ,kiboshkaibutsu,can you slide v trig activate,request,1
3246,match round two,9,[2:10:04] ,glovecold,it shouldve been rose over poison,request,1
3247,match round two,9,[2:10:09] ,mrlawyer,ustinodj facts,other,10
3248,match round two,9,[2:10:10] ,aitcho,so how did you like her so far vesp i know thats a faq but i just got here,question,8
3249,match round two,9,[2:10:11] ,ghostfromrdstrike,doodcap doodbutt,other,10
3250,match round two,9,[2:10:18] ,rorboy,should have been roxy,request,1
3251,match round two,9,[2:10:23] ,hulkbusterv,dude just wants spidey swing man,other,10
3252,match round two,9,[2:10:23] ,bobdobbz,you can hit her before she gets there otherwise its real,cinfo,5
3253,match round two,9,[2:10:24] ,paulowebtv,wow i found poison actually pretty difficult to play,cinfo,5
3254,match round two,9,[2:10:26] ,azurewotan,capcommenatqq,other,10
3255,match round two,9,[2:10:26] ,cryojazz,glovecold rose over lucia easy,request,1
3256,match round two,9,[2:10:27] ,legnowe,think you can jab during the swing they showed that in the showcase,request,1
3257,match round two,9,[2:10:28] ,metalxoath,how poison was chosen over makoto i will never understand,cinfo,5
3258,match round two,9,[2:10:31] ,squalladv,roxy confirmed,cinfo,5
3259,match round two,9,[2:10:34] ,kfigueroa,does anyone here own a hitbox i have a question,question,8
3260,match round two,9,[2:10:34] ,thatjapanesedude,hiiiiiiiii,other,10
3261,match round two,9,[2:10:39] ,solideva,poison looks worse in the trailer than in game its weird almost like they used an old not as polished model,cdesign,4
3262,match round two,9,[2:10:43] ,bobdobbz,i do,other,10
3263,match round two,9,[2:10:44] ,inodmyheadwhenilose,makoto fans mad,other,10
3264,match round two,9,[2:10:45] ,roninwoof,is poison the only trans character in fighting games,question,8
3335,match round two,9,[2:13:43] ,bobdobbz,kfigueroa yea,goodp,6
3336,match round two,9,[2:13:43] ,ssjsoujiro,that air target combo tho,goodp,6
3337,match round two,9,[2:13:54] ,megatonbeef,ghostfromrdstrike akuma isnt trash,cinfo,5
3338,match round two,9,[2:13:54] ,kristoffers,im diggin this stage,goodp,6
3339,match round two,9,[2:13:59] ,kfigueroa,do you like it bobdobbz,question,8
3340,match round two,9,[2:14:00] ,metalxoath,horseapples right people cry for him because original but then no one is gonna use him lol,game,9
3341,match round two,9,[2:14:01] ,morfeyas,is honda out yet,question,8
3342,match round two,9,[2:14:04] ,laverde,she reminds me too much of sakura in some ways,cdesign,4
3343,match round two,9,[2:14:12] ,glovecold,lucia might be our last new character should be oro guy makoto rose left,cinfo,5
3344,match round two,9,[2:14:14] ,shadowdragon,so juris move but better ouch,cinfo,5
3345,match round two,9,[2:14:16] ,squalladv,i think theres a lot of honda fans out there,cinfo,5
3346,match round two,9,[2:14:21] ,ghostfromrdstrike,megatonbeef i see what you did there reoboon,other,10
3347,match round two,9,[2:14:24] ,glovecold,and c viper,cinfo,5
3348,match round two,9,[2:14:25] ,metalxoath,yamsandjams juri can kick fireballs with her charges,caction,3
3349,match round two,9,[2:14:32] ,morfeyas,is honda out someone tell me,question,8
3350,match round two,9,[2:14:35] ,solideva,fchamp was saying lucia top tier,cinfo,5
3351,match round two,9,[2:14:35] ,gyari,lucia is awesome,cdesign,4
3352,match round two,9,[2:14:38] ,bukazero,i started playing after last evo and getting my head caved in by g smurfs for days,other,10
3427,match round two,9,[2:18:00] ,bgamr,honda look like he can go up against ibuki and karin maybe rashid if honda player was at his highest level,cinfo,5
3428,match round two,9,[2:18:02] ,gyari,guerillablak yes on pc,game,9
3429,match round two,9,[2:18:02] ,poorygone,that fireball is od,goodp,6
3430,match round two,9,[2:18:04] ,realtier,atprtsd atprtsd,other,10
3431,match round two,9,[2:18:06] ,tokenblackdood,fuck that fireball lol,goodp,6
3432,match round two,9,[2:18:12] ,dwtdcrow,ultimate troll move,caction,3
3433,match round two,9,[2:18:13] ,aitcho,she might be op af how easy is she to use,question,8
3434,match round two,9,[2:18:14] ,ghostfromrdstrike,supremecoy there are characters that counter zoning heavy,game,9
3435,match round two,9,[2:18:24] ,countmeowingtonn,look away police brutality,game,9
3436,match round two,9,[2:18:24] ,gyari,will win capcom cup with that fireball,game,9
3437,match round two,9,[2:18:26] ,megatonbeef,afroshouji hes an illegal gun seller in the movie,game,9
3438,match round two,9,[2:18:27] ,ghostfromrdstrike,a solid amount actually,other,10
3439,match round two,9,[2:18:29] ,laverde,gyari fuuuuu,other,10
3440,match round two,9,[2:18:29] ,glovecold,its pretty cool those fireballs can bounce lol,caction,3
3441,match round two,9,[2:18:32] ,anon,yes,goodp,6
3442,match round two,9,[2:18:32] ,kiboshkaibutsu,use fireball on the beach map extra confusion,request,1
3443,match round two,9,[2:18:34] ,aitcho,i knew shed be a glass cannon,cinfo,5
3444,match round two,9,[2:18:34] ,zombiesmyleg,the fireball bounces what is this mario,caction,3
3445,match round two,9,[2:18:36] ,countmeowingtonn,hes homeless leave him alone,game,9
3446,match round two,9,[2:18:36] ,jejune,u can,other,10
3477,match round two,9,[2:20:11] ,jay,this is the definition of police brutality,game,9
3478,match round two,9,[2:20:13] ,predacn,damuffinman abigailgodchickenfkr doodbro,other,10
3479,match round two,9,[2:20:22] ,moobot,has been streaming for h m,other,10
3480,match round two,9,[2:20:22] ,jdthegiraffe,uptime,other,10
3481,match round two,9,[2:20:23] ,mrlawyer,her fireball is kinda bad pro players will react to that shit easily,cinfo,5
3482,match round two,9,[2:20:23] ,rashidoo,that run is ken run on steroids,caction,3
3483,match round two,9,[2:20:24] ,darnellplayer,i feel too many people hate zoning as it is a different playstyle,game,9
3484,match round two,9,[2:20:27] ,liddough,i just realized isnt streaming in the graveyard hours,game,9
3485,match round two,9,[2:20:38] ,abigailgodchickenfkr,ghostfromrdstrike shotocheeks,other,10
3542,match round two,9,[2:23:01] ,predacn,whens eagle,question,8
3543,match round two,9,[2:23:01] ,poorygone,leaked charcters battle,game,9
3544,match round two,9,[2:23:09] ,darnellplayer,ryu and ken i feel get nerfed for no reason and no fault of their own or the players that like them,cinfo,5
3545,match round two,9,[2:23:15] ,megatonbeef,kristoffers kyle travers,other,10
3546,match round two,9,[2:23:17] ,ghostfromrdstrike,never give steam your trailer before dropping it reoboon,other,10
3547,match round two,9,[2:23:31] ,,i hope we get violent ken at some point,request,1
3548,match round two,9,[2:23:42] ,abigailgodchickenfkr,poorygone character for what game,other,10
3549,match round two,9,[2:23:42] ,damuffinman,violent ken would be cool,cdesign,4
3550,match round two,9,[2:23:43] ,kirb,megatonbeef not cool i bought the new dlc character but i cant even see them on select screen,game,9
3551,match round two,9,[2:23:45] ,damuffinman,or oni,cinfo,5
3552,match round two,9,[2:23:46] ,ssjsoujiro,no thats kage goldcarats,cinfo,5
3553,match round two,9,[2:23:54] ,xraiin,any reason for not using mk dp in combo,question,8
3554,match round two,9,[2:23:59] ,jimmylee,evil ryu,cdesign,4
3555,match round two,9,[2:23:59] ,skullkiid,i thought you said this character was whack,cdesign,4
3577,match round two,9,[2:25:36] ,kirb,megatonbeef i have and have restarted pc i even redownloaded the game,game,9
3578,match round two,9,[2:25:38] ,euury,mcdonalds color best color,cdesign,4
3579,match round two,9,[2:25:43] ,poorygone,they should never do day release ever again,game,9
3580,match round two,9,[2:25:46] ,shouxiao,majin,other,10
3581,match round two,9,[2:25:53] ,tw,does kage still get pooped on,question,8
3582,match round two,9,[2:25:55] ,sidebysidefgc,what,goodp,6
3583,match round two,9,[2:25:56] ,squalladv,lucia is a shoto right kind of,cinfo,5
3671,match round two,9,[2:28:58] ,miketales,well now we know,other,10
3672,match round two,9,[2:29:07] ,roninwoof,eminem light,other,10
3673,match round two,9,[2:29:15] ,topgunlt,sacrificed to spread the knowledge,other,10
3674,match round two,9,[2:29:20] ,illspirations,roninwoof moms spaghetti,other,10
3675,match round two,9,[2:29:21] ,naoeshigen,lol thats a great cfn name for lucia,other,10
3676,match round two,9,[2:29:22] ,glovecold,ed is just meh all around,other,10
3677,match round two,9,[2:29:31] ,,how do you feel about her vtriggers,question,8
3678,match round two,9,[2:29:34] ,roninwoof,lol,goodp,6
3679,match round two,9,[2:29:40] ,vuvu,cammy hp is kinda beast though as well as her cr hp squalladv,other,10
3680,match round two,9,[2:29:42] ,nahmn,hey have you tried honda yet,question,8
3681,match round two,9,[2:29:43] ,sidebysidefgc,whats lucys activate button,question,8
3682,match round two,9,[2:29:48] ,nahuelpv,psycho womper,other,10
3683,match round two,9,[2:29:49] ,nurselee,why cant ed have an overhead,question,8
3750,match round two,9,[2:32:30] ,bukazero,confirmed free,other,10
3751,match round two,9,[2:32:31] ,nahmn,hahahaha,badp,7
3752,match round two,9,[2:32:33] ,countmeowingtonn,the bully is defeated,badp,7
3753,match round two,9,[2:32:37] ,alphardegw,this ed exposed,badp,7
3754,match round two,9,[2:32:40] ,damuffinman,doodbigbrain doodbigbrain doodbigbrain doodbigbrain tombraid tombraid,other,10
3755,match round two,9,[2:32:41] ,vampirekoala,free serioussloth,other,10
3756,match round two,9,[2:32:42] ,tw,not like this,badp,7
3757,match round two,9,[2:32:48] ,vuvu,diamond rank eds arnt real,other,10
3758,match round two,9,[2:32:50] ,sidebysidefgc,her throw does no damage d,caction,3
3759,match round two,9,[2:32:51] ,bigtymer,so is loving lucia,cinfo,5
3760,match round two,9,[2:32:53] ,rashidoo,laggerg eat your heart out sobayed,other,10
3761,match round two,9,[2:32:54] ,xraiin,t h i c c g a n g,other,10
3762,match round two,9,[2:33:05] ,lemmegetanumber,ive fought this ed i lost,comment,2
3763,match round two,9,[2:33:06] ,bgamr,bigbraincombo,other,10
3764,match round two,9,[2:33:08] ,squalladv,theres a myth that says theres a master ed,game,9
3765,match round two,9,[2:33:10] ,jimmylee,ed still aging btw,game,9
3766,match round two,9,[2:33:11] ,supremecoy,please,request,1
3767,match round two,9,[2:33:13] ,aitcho,look like marios fireball,cdesign,4
3804,match round two,9,[2:35:52] ,megatonbeef,cxmperr no just update,other,10
3805,match round two,9,[2:35:56] ,skohlswet,iforgot this song existed,other,10
3806,match round two,9,[2:36:26] ,mexicanlew,i know i probally only own cause the lag mate lol ustinodj,other,10
3859,match round two,9,[2:39:25] ,squalladv,normally i like the jp voices but shes a us char af,cdesign,4
3860,match round two,9,[2:39:26] ,beatsbynoelbrown,honda got some hugo seasonin with that meat squasher vt,caction,3
3861,match round two,9,[2:39:30] ,someguyzero,corner carry confirmed,game,9
3862,match round two,9,[2:39:37] ,aitcho,whoa,goodp,6
3863,match round two,9,[2:39:39] ,themegamansam,the honda takes no prisoners,caction,3
3864,match round two,9,[2:39:42] ,countmeowingtonn,i think his fastest move is frames,caction,3
3865,match round two,9,[2:39:49] ,nahuelpv,so her dp is a tatsu the world is upside down,cinfo,5
3866,match round two,9,[2:40:03] ,godfist,nahuelpv thats kinda what cody has,cinfo,5
3867,match round two,9,[2:40:10] ,predacn,honda will be a whiff punishing nightmare,cinfo,5
3916,match round two,9,[2:43:23] ,cheeapone,nurselee oh cool thanks,other,10
3917,match round two,9,[2:43:24] ,ninjavanish,the throw one,caction,3
3918,match round two,9,[2:43:29] ,swiftruina,i swear he says fuck you up,cdesign,4
3919,match round two,9,[2:43:29] ,sidebysidefgc,this dude doesnt do crossup butt,comment,2
3920,match round two,9,[2:43:30] ,admiralackbarssnackbar,nah i ould daio using lucia though,other,10
3921,match round two,9,[2:43:34] ,nurselee,cheeapone np man,other,10
3922,match round two,9,[2:43:34] ,ustinodj,mexicanlew ggs lemme try to fix the lag send me another inv,other,10
3923,match round two,9,[2:43:34] ,poorygone,will win capcup,game,9
3924,match round two,9,[2:43:39] ,mexicanlew,good games ustinodj,goodp,6
3925,match round two,9,[2:43:39] ,sweetjptv,throw is cool but i cant find a way to confirm into super,caction,3
3926,match round two,9,[2:43:41] ,mexicanlew,ok,goodp,6
3927,match round two,9,[2:43:44] ,nahuelpv,i remember saying once that he might play honda if he was good,comment,2
3928,match round two,9,[2:43:49] ,autobotcj,it sounds mkre like pump you up,comment,2
3929,match round two,9,[2:43:53] ,sidebysidefgc,thats a cute overhead,caction,3
3976,match round two,9,[2:46:27] ,laverde,not on psn,other,10
3977,match round two,9,[2:46:31] ,nahuelpv,zeku vt the ultimate vt,other,10
3978,match round two,9,[2:46:32] ,laverde,apparently,other,10
3979,match round two,9,[2:46:36] ,jonniecallan,whens honda,question,8
3980,match round two,9,[2:46:37] ,nurselee,zeku and g i would say,other,10
3981,match round two,9,[2:46:40] ,laverde,ive been waiting lol,comment,2
3982,match round two,9,[2:46:49] ,sidebysidefgc,no one actually likes it,other,10
3983,match round two,9,[2:46:55] ,mexicanlew,does it feel better your side ustinodj,question,8
3984,match round two,9,[2:47:06] ,shinyakimura,hows lucia so far from what ive seen so far at least honda looks like he might be competitive,question,8
3985,match round two,9,[2:47:11] ,ilikeeverything,do you think well get a balance patch,question,8
3986,match round two,9,[2:47:14] ,alexiidx,wtf playing lucia,cinfo,5
3987,match round two,9,[2:47:15] ,nahuelpv,hespect,other,10
3988,match round two,9,[2:47:18] ,koomikss,whats day verdict on lucia,question,8
3989,match round two,9,[2:47:23] ,gameart,where i cant find on steam i think im dumb,question,8
4058,match round two,9,[2:51:00] ,rashidoo,when is goku coming to dbfz,question,8
4059,match round two,9,[2:51:04] ,roninwoof,arent there a billion final fight characters in this already we need some more sf characters,game,9
4060,match round two,9,[2:51:06] ,sacredsilence,sidebysidefgc unless i cave and buy lucia,comment,2
4061,match round two,9,[2:51:13] ,someguyzero,go a happy man,other,10
4062,match round two,9,[2:51:20] ,darnellplayer,i was happy for momochi top with ken mostly i said ken needs some respect on his name,other,10
4063,match round two,9,[2:51:20] ,,i wish janemba had the hit on gogetas forhead before he got decimated,other,10
4064,match round two,9,[2:51:22] ,poorygone,goku with a halo next dlc,other,10
4065,match round two,9,[2:51:25] ,aitcho,wtf,badp,7
4296,match round two,9,[3:00:26] ,sidebysidefgc,and now returning to your regularly scheduled bronze hunting,game,9
4297,match round two,9,[3:00:26] ,azurewotan,at least it isnt season,other,10
4298,match round two,9,[3:00:26] ,afroshouji,canon fight,request,1
4299,match round two,9,[3:00:27] ,ghostfromrdstrike,damn i gotta buy honda lucia and janemba,game,9
4300,match round two,9,[3:00:29] ,countmeowingtonn,oh boy cant wait for makoto,comment,2
4301,match round two,9,[3:00:34] ,freakyyyy,charge character and capcom logic sooo,game,9
4382,match round two,9,[3:06:22] ,beatsbynoelbrown,dat makoto scream,cdesign,4
4383,match round two,9,[3:06:22] ,laverde,green monstah,other,10
4384,match round two,9,[3:06:25] ,johow,i think in the video they released today,other,10
4385,match round two,9,[3:06:25] ,freakyyyy,nooooohoh,badp,7
4386,match round two,9,[3:06:27] ,dangalfthekrey,its eitehr bostonian accent or like some sort of new york accent,cdesign,4
4387,match round two,9,[3:06:30] ,damuffinman,def not ny we decline,cdesign,4
4388,match round two,9,[3:06:30] ,starkronin,god poison looks horrible lol,cdesign,4
4389,match round two,9,[3:06:32] ,roninwoof,im from boston its not boston def some sort of nyjersey accent,cdesign,4
4390,match round two,9,[3:06:33] ,sidebysidefgc,this theme is too funky,cdesign,4
4391,match round two,9,[3:06:34] ,laverde,pak tha ka in tha yad,other,10
4392,match round two,9,[3:06:38] ,icexvader,she folded,caction,3
4393,match round two,9,[3:06:40] ,tw,poison is some type of cancer,cinfo,5
4394,match round two,9,[3:06:42] ,ghostfromrdstrike,damuffinman,other,10
4395,match round two,9,[3:06:43] ,themrheadache,is f throw into shk a consistent cc,caction,3
4396,match round two,9,[3:06:54] ,damuffinman,im from brooklyn thats not brooklyn,cdesign,4
4429,match round two,9,[3:08:26] ,lionheartrawr,johow that i dont know i mean maybe,other,10
4430,match round two,9,[3:08:27] ,themrheadache,no one tell that poison that the vskill goes through projectiles,cinfo,5
4431,match round two,9,[3:08:28] ,bobdobbz,jersey accent for shure,cdesign,4
4432,match round two,9,[3:08:36] ,themegamansam,its at the very least an american accent,cdesign,4
4433,match round two,9,[3:08:40] ,roninwoof,though guys its not about being an accurate accent but rather what she is attempting to sound like,cdesign,4
4434,match round two,9,[3:08:42] ,damuffinman,new yorkers dont pronounce coffee as kawwwfee,cdesign,4
4435,match round two,9,[3:08:43] ,lemmegetanumber,she sounds like she broke her jaw and it didnt heal right,cdesign,4
4436,match round two,9,[3:08:45] ,ghostfromrdstrike,im from jersey that is not a jersey accent,cdesign,4
4437,match round two,9,[3:08:47] ,damuffinman,thats boston,cdesign,4
4438,match round two,9,[3:08:48] ,johow,lol megamind is awesome,goodp,6
4439,match round two,9,[3:08:49] ,damuffinman,or jersey,cdesign,4
4575,match round two,9,[3:16:32] ,damuffinman,ps should be out next holiday,game,9
4576,match round two,9,[3:16:37] ,damuffinman,end of,other,10
4577,match round two,9,[3:16:37] ,thelexnard,its too bad lucia has ass cc conversions,cdesign,4
4578,match round two,9,[3:16:38] ,dangalfthekrey,lionheartrawr no it was in the nd season announcement trailer it was after cassie reveal,other,10
4579,match round two,9,[3:16:50] ,ghostfromrdstrike,xbox already has their next console dropping next holiday so were not far,other,10
4580,match round two,9,[3:16:51] ,laverde,nurselee i feel that sfv should be done as soon as the ps gets announced,game,9
4645,match round two,9,[3:20:33] ,swiftruina,typical ken play,caction,3
4646,match round two,9,[3:20:33] ,rashidoo,winning off of lag is worse than losing for me ustin vespercawfee,comment,2
4647,match round two,9,[3:20:38] ,aitcho,walk speed look cammy est,cdesign,4
4648,match round two,9,[3:20:41] ,themegaguy,whenever somebody says i teched that i have a hard time believing them,question,8
4649,match round two,9,[3:20:41] ,ghostfromrdstrike,ken players are the equivalent to scorpion players in mk,cinfo,5
4650,match round two,9,[3:20:49] ,sidebysidefgc,is the final hit of vskil not cancellable,question,8
4651,match round two,9,[3:20:50] ,tw,i cant stand when people play the most offensive characters in the most passive way,caction,3
4652,match round two,9,[3:21:01] ,renpool,hondas throw seems pretty good too,caction,3
4653,match round two,9,[3:21:02] ,budafuka,estarix you mean the diamond special,game,9
4654,match round two,9,[3:21:02] ,megatonbeef,themegaguy i partied it i swear,other,10
4655,match round two,9,[3:21:06] ,beatsbynoelbrown,waitin on that uppercut,request,1
4656,match round two,9,[3:21:09] ,dangalfthekrey,tw justin wong would like to say hi,other,10
4766,match round two,9,[3:27:48] ,dangalfthekrey,kiboshkaibutsu that game looks phenomenal visually but it seems like it has some frame lag or something,cdesign,4
4767,match round two,9,[3:27:53] ,dangalfthekrey,doesnt look smoothe,badp,7
4768,match round two,9,[3:28:01] ,metalxoath,is there ever a reason to use ex tackle it air resets and it seems you get more damage just doing the normal one into jab,badp,7
4769,match round two,9,[3:28:22] ,sak,did you have a cup of to stay up all night during the stream pixelbob,other,10
4770,match round two,9,[3:28:23] ,machriphi,yo what up,question,8
4771,match round two,9,[3:28:34] ,kiboshkaibutsu,dangalfthekrey yea i played the beta like i had really good games the rest was ok,other,10
4801,match round two,9,[3:30:41] ,bunky,extra battle,request,1
4802,match round two,9,[3:30:42] ,geneiyun,summer costumes is a separate bundle,game,9
4803,match round two,9,[3:30:44] ,laverde,i believe its fighting chance,game,9
4804,match round two,9,[3:30:48] ,budafuka,the stages were never included in season passes,game,9
4805,match round two,9,[3:30:50] ,shinzo,got lucia and poison will earn the fm from them to buy honda,comment,2
4806,match round two,9,[3:30:52] ,owaowatankatank,qcbhk great neutral tool safe on block spaced out and on hit is knocxkdown oki,caction,3
4807,match round two,9,[3:30:54] ,freakyyyy,like ed i think buy only,game,9
4808,match round two,9,[3:30:55] ,sagatatemycornflakes,fighting chance,request,1
4809,match round two,9,[3:31:01] ,zyxwhitewind,ibuki one,other,10
4810,match round two,9,[3:31:01] ,nurselee,ibukis onimusha costume,game,9
4811,match round two,9,[3:31:02] ,bananeeftw,ibuki,other,10
4812,match round two,9,[3:31:09] ,bunky,ibuki onimusha currently running,other,10
4813,match round two,9,[3:31:10] ,zyxwhitewind,onimusha ibuki,other,10
4814,match round two,9,[3:31:12] ,hardwork,is this your real rank,question,8
4815,match round two,9,[3:31:24] ,renpool,shes got it all,cinfo,5
4816,match round two,9,[3:31:27] ,torasamu,hardwork no,other,10
4817,match round two,9,[3:31:32] ,sagatatemycornflakes,nvm i meant extra battle,request,1
4818,match round two,9,[3:31:32] ,owaowatankatank,qcbhk frame startup massive range hops over lows safe on block okizeme on hit godlike neutral tool,caction,3
4819,match round two,9,[3:31:40] ,zyxwhitewind,never heard of a vergil one though,other,10
4820,match round two,9,[3:31:44] ,sagatatemycornflakes,get them both cofueed,request,1
4821,match round two,9,[3:31:45] ,moobot,join the arcade discord at httpsdiscordggesjxkm,other,10
4924,match round two,9,[3:42:29] ,ustinodj,rashidoo this char giving me falke ptsd btw,cinfo,5
4925,match round two,9,[3:42:41] ,xenosf,thats what i thought,other,10
4926,match round two,9,[3:42:45] ,rashidoo,shes a lil better hurtbox wise,cinfo,5
4927,match round two,9,[3:42:52] ,rashidoo,but ye she got the syndrome,cinfo,5
4928,match round two,9,[3:42:56] ,wutevadude,does all characters sweat in this level just e honda or am i watching too deep into it,question,8
4929,match round two,9,[3:43:01] ,icey,she looks pretty execution heavy,cinfo,5
4998,match round two,9,[3:47:13] ,wafflez,there it was again,other,10
4999,match round two,9,[3:47:17] ,gailardiagalan,darnellplayer people hate on shotos all shotos except akuma which is fucked and weird ken style has one of the most diverse playstyles to me in this game though,caction,3
5000,match round two,9,[3:47:29] ,stevenaitsover,anyone patch changes,request,1
5001,match round two,9,[3:47:31] ,wafflez,look at the cpt rank ui when the round finishes,comment,2
5002,match round two,9,[3:47:40] ,coffintactics,man dude im really liking these characters this is the first time ive wanted to play everyone,comment,2
5003,match round two,9,[3:47:49] ,crimzendagger,hows lucia,question,8
5047,match round two,9,[3:51:08] ,machriphi,darnellplayer because hes almost as stupid as ken,cinfo,5
5048,match round two,9,[3:51:08] ,mrkarlsync,has the top not been uploaded to twitch yet,other,10
5049,match round two,9,[3:51:12] ,zyxwhitewind,annoying to fight against,cinfo,5
5050,match round two,9,[3:51:23] ,jamesedsmith,i like that honda has some trainer tape on if you watch real sumo a lot of guys are wearing that since sumo is pretty dangerous and guys get nagging injuries pretty often,cdesign,4
5051,match round two,9,[3:51:29] ,joiztik,wow smurfin,goodp,6
5052,match round two,9,[3:51:29] ,aitcho,oh switching to v trigger ii was only for training,other,10
5053,match round two,9,[3:51:30] ,nurselee,darnellplayer hes one of the best characters of the game,cinfo,5
5054,match round two,9,[3:51:32] ,tatomagix,poison seems way more impressive,cinfo,5
5055,match round two,9,[3:51:33] ,rashidoo,i need to chck the frame data too,other,10
5056,match round two,9,[3:51:37] ,darnellplayer,machriphi ken isnt stupid now i feel you hate ken for no reason,cinfo,5
5057,match round two,9,[3:51:37] ,gailardiagalan,people hate rashid because he is literally how every in this game is supposed to be or at least close to it darnellplayer,cinfo,5
5058,match round two,9,[3:51:44] ,azurewotan,lol,goodp,6
5059,match round two,9,[3:51:46] ,alexiidx,hate watching him instantly corner u and start his boring pressure,caction,3
5060,match round two,9,[3:51:48] ,geneiyun,darnellplayer way too linear and boring to watch,cinfo,5
5061,match round two,9,[3:51:48] ,azurewotan,not even a punish,other,10
5062,match round two,9,[3:51:52] ,ustinodj,rashidoo honder seems like an online monstyer,other,10
5088,match round two,9,[3:53:45] ,renpool,rashid still has one of the best themes sooo,cinfo,5
5089,match round two,9,[3:53:48] ,hanzosword,cuz were brothers hahahaha,other,10
5090,match round two,9,[3:53:51] ,raics,get some kup rawmen too,other,10
5091,match round two,9,[3:54:01] ,shaboogen,do dhp into run cancel instead of dmp into run cancel,request,1
5092,match round two,9,[3:54:04] ,shaboogen,its safe,comment,2
5093,match round two,9,[3:54:05] ,stevenaitsover,is this english lucia or japanese,question,8
5094,match round two,9,[3:54:19] ,easxl,english,other,10
5095,match round two,9,[3:54:26] ,joiztik,respek da law,caction,3
5096,match round two,9,[3:54:30] ,ahrenk,dash and mash arcade,request,1
5097,match round two,9,[3:54:40] ,panik,respecc tha lawah,caction,3
5154,match round two,9,[3:58:08] ,kawaiidin,fchamp is saying shes top,other,10
5155,match round two,9,[3:58:09] ,cjgrayson,she is ken,cinfo,5
5156,match round two,9,[3:58:09] ,devsf,so was kage when he came out,cinfo,5
5157,match round two,9,[3:58:11] ,wutevadude,pokketderp,other,10
5158,match round two,9,[3:58:21] ,llesor,she seemed unga bunga by her trailer,cinfo,5
5159,match round two,9,[3:58:21] ,zyxwhitewind,wait is she guy,cdesign,4
5160,match round two,9,[3:58:27] ,raynys,lol,goodp,6
5161,match round two,9,[3:58:28] ,llesor,nooood,other,10
5162,match round two,9,[3:58:28] ,sak,sakura was already on the bench,cinfo,5
5163,match round two,9,[3:58:29] ,aitcho,unga bunga nuts,other,10
5164,match round two,9,[3:58:30] ,kingofrogs,wtf my eyes are deceiving im saying ken,cdesign,4
5165,match round two,9,[3:58:34] ,admiralackbarssnackbar,according to she ahs no oki though,other,10
5166,match round two,9,[3:58:34] ,kingofrogs,not ken plzzzzzzzzzzzzz,request,1
